DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7472201,1,1,2,1,2,1,1200000,1,246000,2,,1,2,10,24,1,52,52,16.3297580538735
7472297,1,1,1,3,,2,,2,,,,2,2,72,29,1,54,54,55.5835401265182
7472297,1,1,1,1,2,1,1200000,2,,2,,2,2,20,998,1,54,54,55.5835401265182
7472304,1,1,1,1,1,1,1000000,2,,2,,2,2,132,39,1,54,54,52.4609692275103
7472304,1,1,2,1,1,1,600000,2,,2,,2,2,60,57,1,54,54,52.4609692275103
7472350,1,2,1,2,,2,,2,,,,2,2,49,30,1,66,66,19.0892311783145
7472378,1,2,1,1,1,2,1146181,1,282840,2,,1,2,60,37,1,66,66,16.5620126690356
7472436,1,2,1,2,,1,,2,,,,2,2,6,29,1,68,68,75.9763199454342
7472550,1,3,1,1,2,1,697352,2,,2,,2,2,18,25,1,76,76,100.613292149296
7472550,1,3,2,1,2,2,697352,2,,2,,2,2,12,22,1,76,76,100.613292149296
7472607,1,1,1,2,,2,,2,,,,2,2,144,42,1,76,76,78.4559408440273
7472607,1,1,2,2,,2,,2,,,,2,2,120,50,1,76,76,78.4559408440273
7472642,1,1,1,1,1,1,1058518,2,,2,,2,2,48,35,1,88,88,6.15539898009648
7472649,1,2,1,2,,1,,2,,,,2,2,60,38,1,88,88,7.19594804641646
7472709,1,1,1,1,2,1,400000,2,,2,,2,2,8,52,2,08,"",56.907998396482
7472712,1,1,1,3,,2,,2,,,,2,2,360,59,2,08,"",44.8394431157137
7472712,1,1,2,3,,2,,2,,,,2,2,360,88,2,08,"",44.8394431157137
7472712,1,1,3,3,,1,,2,,,,2,2,72,27,2,08,"",44.8394431157137
7472734,1,1,1,1,2,1,160000,2,,2,,2,2,12,42,2,08,"",67.1955487360721
7472734,1,1,2,1,2,1,160000,2,,2,,2,2,8,47,2,08,"",67.1955487360721
7472742,1,1,1,1,2,2,200000,2,,2,,2,2,39,49,2,08,"",2.58273440114863
7472764,1,1,1,2,,2,,2,,,,2,2,36,24,1,08,"",118.387864769915
7472810,1,1,1,1,2,1,879129,2,,2,,1,2,12,18,2,08,"",40.7611113280123
7472810,1,1,2,1,2,1,879129,2,,2,,1,2,12,26,2,08,"",40.7611113280123
7472815,1,2,1,3,,1,,2,,,,2,2,2,28,2,08,"",35.1745299666892
7472815,1,2,2,3,,1,,2,,,,2,2,2,23,2,08,"",35.1745299666892
7472819,1,1,1,1,2,1,210000,2,,2,,2,2,48,22,2,08,"",31.4429812424965
7472819,1,1,1,3,,2,,2,,,,2,2,500,68,2,08,"",31.4429812424965
7472835,1,2,1,2,,1,,2,,,,2,2,120,998,1,13,"",142.093405895983
7472835,1,2,2,2,,1,,2,,,,2,2,60,998,1,13,"",142.093405895983
7472835,1,2,3,2,,1,,2,,,,2,2,48,998,1,13,"",142.093405895983
7472881,1,1,1,3,,2,,2,,,,2,2,60,31,2,13,"",88.7943554598877
7472881,1,1,2,3,,2,,2,,,,2,2,48,14,2,13,"",88.7943554598877
7472882,1,1,1,3,,1,,2,,,,2,2,240,59,2,13,"",73.4102891674098
7473054,1,1,1,3,,2,,2,,,,2,2,15,51,2,25,"",55.1633960318266
7473087,1,1,1,1,2,1,1300000,2,,2,,2,2,60,34,2,25,"",148.629164600913
7473087,1,1,2,1,2,1,1300000,2,,2,,2,2,24,40,2,25,"",148.629164600913
7473087,1,1,3,1,2,1,1300000,2,,2,,2,2,12,21,2,25,"",148.629164600913
7473088,1,1,1,1,2,1,1200000,2,,2,,2,2,8,25,1,25,"",680.088835659976
7473220,1,1,1,1,1,1,1000000,2,,2,,2,2,48,31,2,76,"",293.234540559084
7473223,1,2,1,3,,1,,2,,,,2,2,60,53,2,76,"",254.833816394599
7473226,1,1,1,3,,2,,2,,,,2,2,24,57,2,76,"",124.871244531836
7473231,1,1,1,1,1,2,180000,2,,2,,2,2,60,28,2,76,"",250.280977375175
7473235,1,1,1,1,1,2,1000000,1,336000,2,,1,1,12,24,2,76,"",172.706686408397
7473235,1,1,2,1,1,1,1000000,2,,2,,2,2,36,29,2,76,"",172.706686408397
7473235,1,1,3,1,1,1,1000000,1,336000,2,,1,1,18,29,2,76,"",172.706686408397
7473239,1,1,1,3,,1,,2,,,,2,2,14,12,2,76,"",217.433877279882
7473239,1,1,2,3,,2,,2,,,,2,2,2,10,2,76,"",217.433877279882
7473249,1,1,1,1,2,2,500000,2,,2,,2,2,5,23,1,76,"",338.678906833293
7473257,1,4,1,3,,2,,2,,,,2,2,12,24,2,76,"",212.532596284848
7473282,1,1,1,1,1,1,1160000,1,145000,2,,1,1,60,45,2,76,"",42.7227058393205
7473282,1,1,2,1,1,2,1160000,1,340000,2,,1,1,45,36,2,76,"",42.7227058393205
7473282,1,1,3,1,2,2,1200000,2,,2,,2,2,15,36,2,76,"",42.7227058393205
7473282,1,1,4,1,2,2,1200000,2,,2,,2,2,20,30,2,76,"",42.7227058393205
7473282,1,1,5,1,2,1,1200000,2,,2,,2,2,12,32,2,76,"",42.7227058393205
7473286,1,2,1,1,2,2,500000,2,,2,,2,2,24,19,2,76,"",39.7365064174368
7473306,1,1,1,1,2,2,800000,2,,2,,2,2,6,43,2,76,"",161.27349381374
7473306,1,1,2,1,2,2,368000,2,,2,,2,2,1,24,2,76,"",161.27349381374
7473309,1,1,2,1,2,1,500000,2,,2,,2,2,7,29,1,19,"",101.373189262338
7473309,1,1,1,1,2,1,600000,2,,2,,2,2,12,37,1,19,"",101.373189262338
7473310,1,1,1,3,,2,,2,,,,2,2,450,66,2,19,"",209.286276383903
7473310,2,1,1,3,,1,,2,,,,2,2,36,71,2,19,"",209.286276383903
7473310,2,1,2,3,,2,,2,,,,2,2,36,28,2,19,"",209.286276383903
7473310,2,1,3,3,,2,,2,,,,2,2,36,62,2,19,"",209.286276383903
7473315,1,1,1,3,,2,,2,,,,2,2,240,40,2,19,"",262.906315837005
7473315,1,1,2,3,,1,,2,,,,2,2,120,23,2,19,"",262.906315837005
7473315,1,1,3,3,,2,,2,,,,2,2,120,25,2,19,"",262.906315837005
7473319,1,1,1,3,,2,,2,,,,2,2,30,30,2,19,"",305.391510840124
7473325,1,1,1,3,,1,,2,,,,2,2,60,47,2,19,"",299.304788473035
7473332,1,1,1,3,,1,,2,,,,2,2,72,45,2,19,"",402.990323818468
7473343,1,1,1,3,,2,,2,,,,2,2,24,35,2,19,"",143.039863238187
7473347,1,1,1,3,,2,,2,,,,2,2,480,35,2,19,"",260.613391158737
7473356,1,1,1,3,,2,,2,,,,2,2,84,29,1,19,"",80.1431695146959
7473376,1,1,1,1,2,1,1500000,1,159925,1,156600,1,1,12,38,1,19,"",74.7326768337298
7473411,1,1,1,3,,2,,2,,,,2,2,48,99,1,19,"",92.2696835691661
7473420,1,1,1,1,2,1,800000,2,,2,,2,2,48,55,2,19,"",146.866678866439
7473421,1,1,1,3,,1,,2,,,,2,2,84,22,2,19,"",141.11591521993
7473423,1,1,1,3,,1,,2,,,,2,2,240,51,2,19,"",146.368717165436
7473423,1,1,2,3,,2,,2,,,,2,2,120,23,2,19,"",146.368717165436
7473426,1,2,1,3,,1,,2,,,,2,2,4,43,1,19,"",81.8295620490456
7473478,1,1,1,3,,2,,2,,,,2,2,48,58,1,63,"",59.0397761953577
7473501,1,1,1,3,,1,,2,,,,2,2,10,30,2,63,"",17.3717463132601
7473501,1,1,2,3,,1,,2,,,,2,2,10,21,2,63,"",17.3717463132601
7473512,1,3,1,1,2,1,1000000,2,,2,,2,2,120,50,2,63,"",17.1681783594672
7473512,1,3,1,3,,1,,2,,,,2,2,120,46,2,63,"",17.1681783594672
7473512,1,3,2,1,2,1,1000000,2,,2,,2,2,72,36,2,63,"",17.1681783594672
7473512,1,3,3,1,2,1,1000000,2,,2,,2,2,72,25,2,63,"",17.1681783594672
7473669,1,1,1,1,2,1,1000000,2,,2,,2,2,12,38,2,73,"",46.2402065880489
7473669,1,1,2,1,2,1,1000000,2,,2,,2,2,10,39,2,73,"",46.2402065880489
7473669,1,1,3,1,2,1,1000000,2,,2,,2,2,10,35,2,73,"",46.2402065880489
7473671,1,1,1,1,2,1,1000000,2,,2,,2,2,10,33,2,73,"",34.7219310251609
7473672,1,2,1,3,,2,,2,,,,2,2,120,29,2,73,"",73.63820644987
7473674,1,1,1,1,2,1,1000000,2,,2,,2,2,7,60,2,73,"",52.2449882881415
7473675,1,2,1,2,,2,,2,,,,2,2,500,68,2,73,"",102.969128906498
7473678,1,1,1,3,,2,,2,,,,2,2,9,59,2,05,"",71.5530265495888
7473717,1,1,1,1,1,1,1194612,1,264093,1,1454778,1,1,48,35,1,05,05,424.521998545691
7473768,1,5,1,1,1,1,1190857,1,330000,2,,2,2,12,25,1,05,05,54.445242127385
7473791,1,1,1,1,2,1,600000,2,,2,,2,2,12,25,1,08,08,56.2198961393873
7473800,1,1,1,2,,1,,3,100000,,,1,2,36,22,1,08,08,59.6070758501033
7473800,1,1,1,1,2,1,1100000,3,100000,2,,1,2,12,26,1,08,08,59.6070758501033
7473802,1,1,1,1,2,1,80000,2,,2,,2,2,24,18,1,08,08,65.1426839692891
7473817,1,2,1,2,,1,,2,,,,2,2,36,28,1,08,08,63.8339113124241
7473823,1,7,2,1,2,1,1000000,2,,2,,2,2,36,20,1,08,08,47.5915571201841
7473823,1,7,1,1,2,1,1000000,2,,2,,2,2,36,22,1,08,08,47.5915571201841
7473827,1,2,2,3,,2,,2,,,,2,2,1,18,1,08,08,45.2741334147854
7473827,1,2,1,3,,2,,2,,,,2,2,10,53,1,08,08,45.2741334147854
7473827,1,3,3,1,2,1,900000,1,340000,2,,1,2,36,27,1,08,08,45.2741334147854
7473827,1,3,1,1,2,1,1100000,1,340000,2,,1,2,96,43,1,08,08,45.2741334147854
7473827,1,3,2,1,2,1,1000000,1,340000,2,,1,2,96,43,1,08,08,45.2741334147854
7473827,1,3,4,1,2,2,900000,1,340000,2,,1,2,1,31,1,08,08,45.2741334147854
7473831,1,2,1,1,2,1,1160000,2,,2,,2,2,180,50,1,08,08,51.4465957310716
7473841,1,1,4,1,2,2,1200000,2,,2,,2,2,24,37,1,08,08,86.5786400546565
7473841,1,1,3,1,2,2,1200000,2,,2,,2,2,24,38,1,08,08,86.5786400546565
7473841,1,1,2,1,2,2,1200000,2,,2,,2,2,24,40,1,08,08,86.5786400546565
7473841,1,1,5,1,2,1,1200000,2,,2,,2,2,1,26,1,08,08,86.5786400546565
7473841,1,1,1,1,2,2,1200000,2,,2,,2,2,24,35,1,08,08,86.5786400546565
7473848,1,1,1,2,,2,,2,,,,2,2,36,52,1,08,08,48.8233811430555
7473887,1,1,3,1,2,1,1160000,1,249000,2,,1,2,7,38,1,08,08,31.6329746772292
7473887,1,1,1,2,,2,,2,,,,2,2,7,38,1,08,08,31.6329746772292
7473887,1,1,1,1,2,1,1160000,1,249000,2,,1,2,3,20,1,08,08,31.6329746772292
7473887,1,1,2,1,2,1,1160000,1,249000,2,,1,2,4,23,1,08,08,31.6329746772292
7473888,1,2,1,2,,1,,2,,,,2,2,24,12,1,08,08,62.186716636478
7473888,1,3,1,2,,1,,2,,,,2,2,7,56,1,08,08,62.186716636478
7473890,1,1,1,3,,1,,2,,,,2,2,24,44,1,08,08,50.9057315799048
7473894,1,1,1,2,,1,,2,,,,2,2,36,45,1,08,08,46.2387945107728
7473895,1,2,1,3,,1,,2,,,,2,2,9,18,1,08,08,56.3341174350559
7473912,1,5,5,1,2,1,879129,2,,2,,2,2,120,42,1,08,08,140.410845606806
7473912,1,5,6,1,2,1,879129,2,,2,,2,2,36,35,1,08,08,140.410845606806
7473912,1,5,2,1,2,1,879129,2,,2,,2,2,120,50,1,08,08,140.410845606806
7473912,1,5,7,1,2,1,879129,2,,2,,2,2,24,33,1,08,08,140.410845606806
7473912,1,5,4,1,2,1,879129,2,,2,,2,2,120,40,1,08,08,140.410845606806
7473912,1,5,3,1,2,1,879129,2,,2,,2,2,60,45,1,08,08,140.410845606806
7473912,1,5,1,1,2,1,879129,2,,2,,2,2,240,65,1,08,08,140.410845606806
7473932,1,2,1,3,,2,,2,,,,2,2,13,22,1,11,11,246.584530835513
7473936,1,1,1,3,,2,,2,,,,2,2,217,59,1,11,11,232.895340143303
7473943,1,1,1,2,,2,,2,,,,2,2,37,33,1,11,11,217.727736037547
7473975,1,2,1,1,2,1,1200000,2,,2,,2,2,2,36,1,11,11,435.828230887233
7473975,1,2,2,1,2,1,700000,2,,2,,2,2,2,28,1,11,11,435.828230887233
7473983,1,1,1,1,1,2,1300000,2,,2,,2,2,72,37,1,11,11,330.35313358439
7473983,1,1,2,1,1,2,1300000,2,,2,,2,2,12,42,1,11,11,330.35313358439
7473983,1,1,3,1,1,2,1300000,2,,2,,2,2,12,39,1,11,11,330.35313358439
7473995,1,1,1,1,2,2,1300000,1,330000,2,,2,2,2,20,1,11,11,326.028182867854
7474028,1,4,1,3,,2,,2,,,,2,2,60,28,1,13,13,14.9057187737551
7474098,1,1,1,2,,2,,1,330600,,,1,2,120,41,1,15,15,6.80475279254026
7474103,1,1,1,2,,2,,2,,,,2,2,60,54,1,15,15,5.78596640853594
7474113,1,1,1,3,,2,,2,,,,2,2,24,19,1,15,15,5.57366001224248
7474136,1,1,1,2,,1,,2,,,,2,2,192,41,1,15,15,6.80475279254026
7474259,1,1,1,3,,2,,2,,,,2,2,70,44,1,17,17,17.4119892329935
7474260,1,1,2,2,,1,,2,,,,2,2,24,52,1,17,17,19.9864016211386
7474260,1,1,1,2,,2,,2,,,,2,2,24,50,1,17,17,19.9864016211386
7474266,1,1,1,2,,1,,2,,,,2,2,240,55,1,18,18,15.1253147090434
7474294,1,1,1,1,1,1,1200000,2,,2,,2,2,75,36,1,18,18,13.7906369300057
7474294,1,1,2,1,1,1,1200000,2,,2,,2,2,47,29,1,18,18,13.7906369300057
7474335,1,2,1,2,,1,,2,,,,2,2,242,52,1,18,18,14.0449207631462
7474360,1,2,2,1,2,1,1680000,2,,2,,2,2,18,32,1,19,19,12.785473499401
7474360,1,2,3,1,2,1,1680000,2,,2,,2,2,18,38,1,19,19,12.785473499401
7474360,1,2,1,1,2,1,1680000,2,,2,,2,2,18,23,1,19,19,12.785473499401
7474391,1,1,1,3,,2,,2,,,,2,2,72,57,1,19,19,21.306471384069
7474395,1,1,1,1,2,1,1040000,2,,2,,2,2,2,34,1,19,19,12.785473499401
7474404,1,2,1,2,,2,,2,,,,2,2,48,55,1,20,20,15.1034922743103
7474409,1,1,2,1,2,1,868990,2,,2,,2,2,999,999,1,20,20,22.6309204910234
7474409,1,1,1,1,2,1,868990,2,,2,,2,2,999,999,1,20,20,22.6309204910234
7474416,1,1,1,1,2,1,240000,2,,2,,2,2,999,999,1,20,20,13.6797471438801
7474416,1,1,1,2,,1,,2,,,,2,2,276,999,1,20,20,13.6797471438801
7474423,1,1,3,1,2,1,998076,2,,2,,2,2,36,30,1,20,20,53.7614082086154
7474423,1,1,1,1,2,1,998076,2,,2,,2,2,120,35,1,20,20,53.7614082086154
7474423,1,1,2,1,2,1,998076,2,,2,,2,2,120,40,1,20,20,53.7614082086154
7474425,1,1,1,1,2,1,600000,2,,2,,2,2,99,22,1,20,20,27.4874200024482
7474425,1,1,7,1,2,1,600000,2,,2,,2,2,99,26,1,20,20,27.4874200024482
7474425,1,1,8,1,2,1,600000,2,,2,,2,2,99,20,1,20,20,27.4874200024482
7474425,1,1,3,1,2,1,600000,2,,2,,2,2,99,30,1,20,20,27.4874200024482
7474425,1,1,5,1,2,1,600000,2,,2,,2,2,99,26,1,20,20,27.4874200024482
7474425,1,1,2,1,2,1,600000,2,,2,,2,2,99,28,1,20,20,27.4874200024482
7474425,1,1,4,1,2,1,600000,2,,2,,2,2,99,42,1,20,20,27.4874200024482
7474425,1,1,6,1,2,1,600000,2,,2,,2,2,99,27,1,20,20,27.4874200024482
7474425,1,4,1,1,2,1,960000,2,,2,,2,2,24,19,1,20,20,27.4874200024482
7474431,1,1,1,2,,2,,2,,,,2,2,156,45,1,20,20,20.4190114190827
7474439,1,1,1,2,,2,,2,,,,2,2,4,47,1,20,20,17.5455443853538
7474443,1,1,1,2,,2,,2,,,,2,2,60,999,1,20,20,22.3568630108365
7474475,1,1,1,1,2,1,711500,2,,2,,2,2,3,38,1,20,20,17.7249740226311
7474475,1,1,1,2,,1,,2,,,,2,2,12,38,1,20,20,17.7249740226311
7474597,1,1,1,1,2,2,1050000,2,,2,,2,2,1,22,1,41,41,14.5426565016527
7474642,1,1,1,3,,2,,2,,,,2,2,24,32,1,44,44,7.73228421790227
7474670,1,1,2,1,2,1,1200000,2,,2,,2,2,90,40,1,44,44,5.22342472244614
7474670,1,1,4,1,2,1,1200000,2,,2,,2,2,75,40,1,44,44,5.22342472244614
7474670,1,1,3,1,2,2,1200000,2,,2,,2,2,80,35,1,44,44,5.22342472244614
7474670,1,1,1,1,2,1,1200000,2,,2,,2,2,96,25,1,44,44,5.22342472244614
7474676,1,2,1,3,,2,,2,,,,2,2,48,30,1,44,44,6.89752745310015
7474699,1,2,1,1,2,1,1200000,2,,2,,2,2,1,24,1,44,44,6.33585692240749
7474699,1,2,3,1,2,1,1200000,2,,2,,2,2,1,54,1,44,44,6.33585692240749
7474699,1,2,2,1,2,1,1200000,2,,2,,2,2,1,30,1,44,44,6.33585692240749
7474700,1,1,1,3,,1,,2,,,,2,2,48,29,1,44,44,9.19301429496548
7474702,1,1,1,3,,1,,2,,,,2,2,48,29,1,44,44,9.19301429496548
7474703,1,1,1,3,,2,,2,,,,2,2,60,30,1,44,44,9.54255749652271
7474704,1,1,2,1,2,2,849295,2,,2,,2,2,36,29,1,44,44,10.2144603277394
7474704,1,1,1,1,2,1,849295,2,,2,,2,2,60,36,1,44,44,10.2144603277394
7474737,1,1,1,1,2,1,900000,2,,2,,2,2,24,30,1,47,47,22.9121031693499
7474804,1,2,1,2,,1,,2,,,,2,2,36,64,1,47,47,11.299822410888
7474851,1,2,1,3,,2,,2,,,,2,2,72,34,1,50,50,20.1729361005786
7474906,1,1,1,1,1,1,1209772,2,,2,,2,2,4,26,1,50,50,33.4992110960476
7474923,1,1,2,3,,1,,2,,,,2,2,24,18,1,50,50,30.2901580696291
7474923,1,1,1,3,,2,,2,,,,2,2,108,38,1,50,50,30.2901580696291
7474930,1,1,1,1,1,1,1200000,1,237800,1,278000,1,1,1,30,1,50,50,21.054568160947
7474930,1,1,1,2,,1,,2,,,,2,2,62,40,1,50,50,21.054568160947
7474930,1,1,2,1,1,1,1200000,1,237800,1,278000,1,1,10,45,1,50,50,21.054568160947
7474936,1,1,1,1,2,1,1200000,2,,2,,2,2,10,39,1,52,52,15.7620501425993
7475064,1,2,4,1,2,2,1000000,2,,2,,2,2,6,23,1,54,54,28.4715242465805
7475064,1,2,2,1,2,2,1200000,2,,2,,2,2,6,45,1,54,54,28.4715242465805
7475064,1,2,6,1,2,1,1000000,2,,2,,2,2,6,23,1,54,54,28.4715242465805
7475064,1,2,3,1,2,1,1200000,2,,2,,2,2,2,45,1,54,54,28.4715242465805
7475064,1,2,1,1,2,2,1000000,2,,2,,2,2,2,53,1,54,54,28.4715242465805
7475064,1,2,5,1,2,1,1000000,2,,2,,2,2,6,22,1,54,54,28.4715242465805
7475073,1,1,1,3,,2,,2,,,,2,2,72,54,1,63,63,14.1468960825414
7475103,1,1,1,3,,2,,2,,,,2,2,120,52,1,63,63,15.5264540406464
7475103,1,1,1,1,1,1,1160000,1,330000,1,1160000,1,1,48,39,1,63,63,15.5264540406464
7475108,1,2,1,2,,1,,2,,,,2,2,60,34,1,63,63,14.263942001671
7475108,1,2,1,1,2,2,1160000,1,330000,1,1000000,1,1,24,26,1,63,63,14.263942001671
7475121,1,1,5,2,,1,,2,,,,2,2,240,56,1,63,63,14.8913288458537
7475121,1,1,3,2,,1,,2,,,,2,2,120,47,1,63,63,14.8913288458537
7475121,1,1,6,2,,1,,2,,,,2,2,180,50,1,63,63,14.8913288458537
7475121,1,1,4,2,,1,,2,,,,2,2,180,52,1,63,63,14.8913288458537
7475121,1,1,2,2,,1,,2,,,,2,2,240,49,1,63,63,14.8913288458537
7475121,1,1,1,2,,1,,2,,,,2,2,240,54,1,63,63,14.8913288458537
7475125,1,1,1,1,1,1,1100000,3,145000,2,,2,2,6,53,1,63,63,19.821246455415
7475155,1,1,1,1,2,1,1000000,2,,2,,2,2,6,52,1,66,66,59.3309407013892
7475185,1,1,1,1,1,2,1160000,2,,2,,2,2,40,38,1,66,66,57.6567184752872
7475260,1,3,1,1,1,1,1000000,2,,2,,2,2,12,25,1,70,70,3.96437952509211
7475371,1,1,1,3,,1,,2,,,,2,2,120,32,1,73,73,37.3924910362993
7475371,1,1,1,1,2,1,1350000,1,235600,2,,1,2,6,29,1,73,73,37.3924910362993
7475373,1,1,1,3,,2,,2,,,,2,2,72,30,1,73,73,52.5578020487615
7475384,1,2,1,3,,1,,2,,,,2,2,12,18,1,73,73,20.2887263833988
7475386,1,4,2,1,1,2,1500000,2,,2,,2,2,36,26,1,73,73,26.987916842494
7475386,1,4,1,1,2,1,1000000,2,,2,,2,2,1,32,1,73,73,26.987916842494
7475394,1,1,1,1,1,2,1300000,2,,2,,2,2,7,45,1,73,73,27.3879854152549
7475394,1,1,2,1,1,2,1040000,2,,2,,2,2,7,36,1,73,73,27.3879854152549
7475424,1,1,1,3,,2,,2,,,,2,2,120,65,1,73,73,22.2635564039592
7475500,1,1,1,3,,2,,2,,,,2,2,224,40,1,76,76,89.5673738141842
7475608,1,3,2,1,2,1,1200000,2,,2,,2,2,8,37,1,88,88,6.74297619652233
7475608,1,3,1,2,,1,,2,,,,2,2,60,42,1,88,88,6.74297619652233
7475608,1,3,1,1,2,1,1200000,2,,2,,2,2,12,36,1,88,88,6.74297619652233
7475710,1,2,1,3,,1,,2,,,,2,2,12,33,1,41,"",37.7098461434883
7475712,1,2,1,3,,1,,2,,,,2,2,480,69,1,41,"",82.1886885264974
7475712,1,3,1,3,,2,,2,,,,2,2,84,41,1,41,"",82.1886885264974
7475725,1,1,1,2,,1,,2,,,,2,2,5,28,1,41,"",39.44064741796
7475725,1,1,2,1,2,2,200000,2,,2,,2,2,5,38,1,41,"",39.44064741796
7475725,1,1,1,1,2,2,200000,2,,2,,2,2,5,16,1,41,"",39.44064741796
7475730,1,1,1,1,2,1,100000,2,,2,,2,2,24,50,2,41,"",33.6660899937276
7475730,1,1,1,2,,1,,2,,,,2,2,36,69,2,41,"",33.6660899937276
7475731,1,1,1,3,,1,,2,,,,2,2,180,42,2,41,"",39.3265381412711
7475732,1,2,1,2,,2,,2,,,,2,2,220,37,2,41,"",51.9102435880464
7475734,1,1,1,3,,1,,2,,,,2,2,132,45,2,41,"",33.6660899937276
7475736,1,1,1,1,2,1,800000,2,,2,,2,2,6,50,2,41,"",45.6685682863037
7475736,1,1,2,1,2,1,800000,2,,2,,2,2,6,45,2,41,"",45.6685682863037
7475738,1,1,1,1,2,1,1200000,2,,2,,2,2,6,25,2,41,"",44.3142676327395
7475738,1,1,2,1,2,1,1600000,2,,2,,2,2,10,35,2,41,"",44.3142676327395
7475738,1,1,3,1,2,1,1600000,2,,2,,2,2,4,30,2,41,"",44.3142676327395
7475738,1,1,4,1,2,1,1200000,2,,2,,2,2,4,22,2,41,"",44.3142676327395
7475738,1,1,5,1,2,1,1600000,2,,2,,2,2,12,27,2,41,"",44.3142676327395
7475738,1,1,6,1,2,1,1200000,2,,2,,2,2,6,25,2,41,"",44.3142676327395
7475738,1,1,7,1,2,1,1200000,2,,2,,2,2,5,32,2,41,"",44.3142676327395
7475739,1,1,1,1,2,1,1200000,2,,2,,2,2,180,30,2,41,"",45.6685682863037
7475739,1,1,2,1,2,1,1200000,2,,2,,2,2,180,28,2,41,"",45.6685682863037
7475777,1,1,2,1,2,1,640000,2,,2,,2,2,24,25,1,41,"",71.3711629130011
7475777,1,1,1,1,2,1,640000,2,,2,,2,2,24,20,1,41,"",71.3711629130011
7475793,1,1,1,3,,2,,2,,,,2,2,180,64,2,41,"",132.111291747487
7475796,1,1,1,1,2,2,400000,2,,2,,2,2,5,19,2,41,"",241.739816438838
7475796,1,1,1,3,,2,,2,,,,2,2,5,14,2,41,"",241.739816438838
7475796,1,1,2,1,2,2,400000,2,,2,,2,2,5,37,2,41,"",241.739816438838
7475797,1,1,1,3,,1,,2,,,,2,2,12,52,2,41,"",97.3901920742366
7475801,1,2,1,1,2,2,320000,2,,2,,2,2,3,45,2,41,"",361.710673728164
7475801,1,2,1,3,,2,,2,,,,2,2,10,13,2,41,"",361.710673728164
7475801,1,2,2,1,2,2,320000,2,,2,,2,2,5,23,2,41,"",361.710673728164
7475804,1,1,1,1,2,1,800000,2,,2,,2,2,2,30,2,41,"",178.334844011831
7475804,1,1,2,1,2,1,700000,2,,2,,2,2,1,45,2,41,"",178.334844011831
7475804,1,1,3,1,2,1,600000,2,,2,,2,2,2,50,2,41,"",178.334844011831
7475804,1,1,4,1,2,2,300000,2,,2,,2,2,1,60,2,41,"",178.334844011831
7475805,1,1,1,3,,1,,2,,,,2,2,60,19,2,41,"",276.717200345924
7475807,1,1,1,1,2,1,500000,2,,2,,2,2,84,23,2,41,"",153.493856693365
7475807,1,1,2,1,2,1,500000,2,,2,,2,2,72,21,2,41,"",153.493856693365
7475808,1,1,1,1,2,1,800000,2,,2,,2,2,1,37,2,41,"",97.3901920742366
7475808,1,1,2,1,2,1,800000,2,,2,,2,2,1,30,2,41,"",97.3901920742366
7475808,1,1,3,1,2,1,800000,2,,2,,2,2,3,28,2,41,"",97.3901920742366
7475808,1,1,4,1,2,1,800000,2,,2,,2,2,1,25,2,41,"",97.3901920742366
7475810,1,1,1,1,2,1,450000,2,,2,,2,2,50,22,2,41,"",165.590755847088
7475812,1,1,1,1,2,1,300000,2,,2,,2,2,24,40,2,41,"",150.167381914626
7475812,1,1,2,1,2,1,300000,2,,2,,2,2,8,35,2,41,"",150.167381914626
7475812,1,1,3,1,2,1,300000,2,,2,,2,2,5,39,2,41,"",150.167381914626
7475812,1,1,4,1,2,1,300000,2,,2,,2,2,12,50,2,41,"",150.167381914626
7475815,1,2,1,3,,2,,2,,,,2,2,6,35,2,41,"",25.2668656106374
7475823,1,1,1,3,,1,,2,,,,2,2,72,55,2,41,"",43.2581069023792
7475824,1,1,1,2,,1,,2,,,,2,2,10,21,2,41,"",16.3290117906021
7475827,1,1,1,1,2,1,250000,2,,2,,2,2,60,44,2,41,"",10.590086704537
7475830,1,1,1,3,,1,,2,,,,2,2,12,13,2,41,"",24.4871279953319
7475830,1,1,2,3,,2,,2,,,,2,2,120,39,2,41,"",24.4871279953319
7475869,1,1,1,2,,1,,2,,,,2,2,6,22,2,54,"",112.560290940599
7475872,1,1,1,1,2,1,1000000,2,,2,,2,2,96,35,2,54,"",105.130397862786
7475872,1,1,1,3,,1,,2,,,,2,2,12,16,2,54,"",105.130397862786
7475880,1,1,1,3,,1,,2,,,,2,2,216,35,2,54,"",94.6228567333984
7475951,1,1,1,2,,1,,2,,,,2,2,120,50,2,17,"",42.5016013752131
7475978,1,1,1,3,,2,,2,,,,2,2,36,50,1,17,"",74.9576618045778
7475982,1,1,2,3,,1,,2,,,,2,2,30,28,2,17,"",73.7230190555276
7475982,1,1,1,3,,1,,2,,,,2,2,30,32,2,17,"",73.7230190555276
7475982,1,1,3,3,,1,,2,,,,2,2,30,27,2,17,"",73.7230190555276
7475982,1,1,4,3,,1,,2,,,,2,2,30,22,2,17,"",73.7230190555276
7475985,1,1,1,1,1,1,1000000,2,,2,,2,2,72,22,2,17,"",39.9316110152136
