DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7467189,1,1,1,1,2,1,300000,2,,2,,2,2,36,36,1,52,52,20.0410667024811
7467189,1,1,5,1,2,1,300000,2,,2,,2,2,36,32,1,52,52,20.0410667024811
7467189,1,1,6,1,2,1,300000,2,,2,,2,2,24,25,1,52,52,20.0410667024811
7467210,1,1,2,1,2,2,340000,2,,2,,2,2,20,46,1,52,52,21.3339870276747
7467210,1,1,1,1,2,2,340000,2,,2,,2,2,24,42,1,52,52,21.3339870276747
7467234,1,1,2,1,2,1,1002321,2,,2,,2,2,72,42,1,54,54,71.7340239011159
7467234,1,1,3,1,2,1,1002321,2,,2,,2,2,18,28,1,54,54,71.7340239011159
7467234,1,1,1,1,2,1,1002321,2,,2,,2,2,48,38,1,54,54,71.7340239011159
7467234,1,1,4,1,2,1,1002321,2,,2,,2,2,120,45,1,54,54,71.7340239011159
7467237,1,1,1,3,,1,,2,,,,2,2,6,35,1,54,54,26.6687401878216
7467237,1,1,2,3,,2,,2,,,,2,2,6,14,1,54,54,26.6687401878216
7467237,1,1,3,3,,1,,2,,,,2,2,6,12,1,54,54,26.6687401878216
7467277,1,2,1,1,2,1,1000000,2,,2,,2,2,18,998,1,54,54,56.5704028931238
7467277,1,2,1,2,,1,,2,,,,2,2,110,35,1,54,54,56.5704028931238
7467277,1,2,2,1,2,1,1000000,2,,2,,2,2,12,998,1,54,54,56.5704028931238
7467300,1,1,1,3,,2,,2,,,,2,2,16,33,1,54,54,75.2267867440096
7467450,1,1,1,2,,2,,2,,,,2,2,120,58,1,63,63,14.0400111100032
7467452,1,2,1,1,2,1,800000,2,,2,,2,2,39,46,1,63,63,10.0807873212829
7467470,1,2,1,3,,2,,2,,,,2,2,60,25,1,63,63,11.853297622647
7467507,1,1,1,1,1,2,1000000,2,,2,,2,2,50,46,1,66,66,16.3545935453304
7467510,1,1,1,3,,2,,2,,,,2,2,24,37,1,66,66,72.8118983068171
7467521,1,1,1,2,,1,,2,,,,2,2,2,20,1,66,66,60.526379379099
7467534,1,1,1,2,,2,,2,,,,2,2,132,49,1,66,66,13.6475682965876
7467558,1,1,1,1,1,2,1000000,2,,2,,2,2,30,29,1,66,66,12.988351381384
7467567,1,1,1,1,1,1,1200000,2,,2,,2,2,156,28,1,66,66,11.1966134240918
7467580,1,1,6,1,2,1,1200000,2,,2,,2,2,30,45,1,66,66,14.287282571289
7467580,1,1,4,1,2,2,1200000,2,,2,,2,2,24,40,1,66,66,14.287282571289
7467580,1,1,3,1,1,1,1400606,1,243855,1,351252,1,2,24,30,1,66,66,14.287282571289
7467580,1,1,1,1,1,2,1400606,1,243855,1,351252,2,2,36,31,1,66,66,14.287282571289
7467580,1,1,5,1,1,2,1200000,2,,2,,2,2,24,38,1,66,66,14.287282571289
7467580,1,1,2,1,1,2,1400606,1,243855,1,351252,1,2,30,27,1,66,66,14.287282571289
7467597,1,1,2,1,2,2,1200000,2,,2,,2,2,60,45,1,66,66,14.3828081146336
7467597,1,1,1,1,2,1,1200000,2,,2,,2,2,60,50,1,66,66,14.3828081146336
7467597,1,1,3,1,2,1,1200000,2,,2,,2,2,40,45,1,66,66,14.3828081146336
7467597,1,1,5,1,2,1,1200000,2,,2,,2,2,30,35,1,66,66,14.3828081146336
7467597,1,1,4,1,2,1,1200000,2,,2,,2,2,36,39,1,66,66,14.3828081146336
7467655,1,1,1,1,2,2,500000,2,,2,,2,2,6,18,1,68,68,359.919896005949
7467703,1,1,1,3,,2,,2,,,,2,2,6,48,1,68,68,30.0010162928059
7467719,1,1,2,1,1,1,1600000,2,,2,,2,2,24,35,1,68,68,25.6303297165736
7467719,1,1,1,1,1,1,1800000,2,,2,,2,2,24,40,1,68,68,25.6303297165736
7467736,1,1,1,3,,1,,2,,,,2,2,24,38,1,73,73,32.0435863210867
7467751,1,1,1,1,2,2,1200000,2,,2,,2,2,12,24,1,73,73,26.4009506123466
7467836,1,1,1,2,,2,,2,,,,2,2,240,57,1,88,88,5.10106950412304
7467913,1,3,1,3,,2,,2,,,,2,2,120,51,1,08,"",89.7573544575821
7467921,1,1,1,1,2,1,300000,2,,2,,2,2,12,19,1,08,"",82.5518866351438
7467933,1,1,1,1,2,2,594666,2,,2,,2,2,12,998,1,13,"",251.196134028587
7467933,1,2,2,1,2,2,594666,2,,2,,2,2,8,29,1,13,"",251.196134028587
7467933,1,2,1,1,2,2,594666,2,,2,,2,2,36,43,1,13,"",251.196134028587
7467947,1,3,1,3,,1,,2,,,,2,2,48,21,2,13,"",98.872180874385
7467947,1,3,2,3,,1,,2,,,,2,2,12,14,2,13,"",98.872180874385
7467971,1,2,1,3,,1,,2,,,,2,2,60,27,1,44,"",18.099800127921
7467971,1,2,2,3,,1,,2,,,,2,2,36,25,1,44,"",18.099800127921
7467975,1,2,1,1,2,1,300000,2,,2,,2,2,2,22,1,70,"",54.6571500803406
7467984,1,1,1,1,2,1,400000,2,,2,,2,2,24,32,1,70,"",72.1258789597603
7467984,1,1,2,1,2,1,600000,2,,2,,2,2,36,43,1,70,"",72.1258789597603
7467984,1,2,1,1,2,1,400000,2,,2,,2,2,16,55,1,70,"",72.1258789597603
7467984,1,2,2,1,2,1,400000,2,,2,,2,2,15,45,1,70,"",72.1258789597603
7467984,1,2,3,1,2,1,480000,2,,2,,2,2,13,40,1,70,"",72.1258789597603
7468069,1,1,1,1,2,1,2000000,2,,2,,2,2,24,30,1,15,"",174.127271793347
7468069,1,1,1,2,,1,,2,,,,2,2,12,40,1,15,"",174.127271793347
7468109,1,2,1,1,2,1,1000000,2,,2,,2,2,6,30,2,15,"",157.39222245646
7468109,1,2,1,3,,2,,2,,,,2,2,36,25,2,15,"",157.39222245646
7468120,1,1,1,3,,2,,2,,,,2,2,60,37,1,15,"",250.22153891281
7468122,1,1,1,1,2,1,100000,2,,2,,2,2,1,40,2,15,"",78.5430172558366
7468122,1,1,1,2,,1,,2,,,,2,2,96,35,2,15,"",78.5430172558366
7468122,1,1,2,1,2,1,100000,2,,2,,2,2,5,30,2,15,"",78.5430172558366
7468122,1,1,2,2,,1,,2,,,,2,2,120,33,2,15,"",78.5430172558366
7468122,1,1,3,1,2,1,100000,2,,2,,2,2,2,45,2,15,"",78.5430172558366
7468122,1,2,1,3,,1,,2,,,,2,2,120,75,2,15,"",78.5430172558366
7468134,1,1,1,1,2,1,70000,2,,2,,2,2,1,30,2,15,"",67.1898767621788
7468134,1,1,1,2,,1,,2,,,,2,2,12,29,2,15,"",67.1898767621788
7468134,1,1,2,1,2,2,70000,2,,2,,2,2,5,35,2,15,"",67.1898767621788
7468134,1,1,3,1,2,1,70000,2,,2,,2,2,6,30,2,15,"",67.1898767621788
7468134,1,1,4,1,2,1,70000,2,,2,,2,2,1,25,2,15,"",67.1898767621788
7468134,1,1,5,1,2,1,70000,2,,2,,2,2,3,40,2,15,"",67.1898767621788
7468134,1,1,6,1,2,1,70000,2,,2,,2,2,1,30,2,15,"",67.1898767621788
7468134,1,1,7,1,2,2,70000,2,,2,,2,2,5,36,2,15,"",67.1898767621788
7468137,1,1,1,1,1,2,450000,2,,2,,2,2,200,39,2,15,"",111.443291766428
7468140,1,1,1,1,2,1,60000,2,,2,,2,2,5,50,2,15,"",111.443291766428
7468140,1,1,1,2,,1,,2,,,,2,2,84,55,2,15,"",111.443291766428
7468140,1,1,1,3,,2,,2,,,,2,2,480,61,2,15,"",111.443291766428
7468140,1,1,2,1,2,1,60000,2,,2,,2,2,12,50,2,15,"",111.443291766428
7468140,1,1,3,1,2,1,60000,2,,2,,2,2,1,49,2,15,"",111.443291766428
7468140,1,1,4,1,2,2,60000,2,,2,,2,2,1,50,2,15,"",111.443291766428
7468140,1,1,5,1,2,1,60000,2,,2,,2,2,6,40,2,15,"",111.443291766428
7468140,1,1,6,1,2,1,60000,2,,2,,2,2,1,50,2,15,"",111.443291766428
7468150,1,1,1,1,2,1,1000000,2,,2,,2,2,12,45,1,15,"",168.771627798698
7468157,1,1,1,3,,2,,2,,,,2,2,300,44,2,15,"",101.682686719758
7468158,1,1,1,2,,1,,2,,,,2,2,12,35,2,15,"",123.818684058054
7468183,1,1,1,3,,2,,2,,,,2,2,67,24,2,68,"",13.6985496217991
7468201,1,1,1,2,,1,,2,,,,2,2,12,38,1,68,"",140.47246070222
7468205,1,1,1,1,2,1,1200000,2,,2,,2,2,24,29,1,68,"",86.9035713913421
7468219,1,1,1,3,,1,,2,,,,2,2,38,22,2,68,"",89.1189935950731
7468248,1,1,1,3,,2,,2,,,,2,2,18,29,1,54,"",98.1245677788783
7468276,1,1,1,1,2,1,840000,2,,2,,2,2,36,18,2,54,"",123.925349731064
7468276,1,1,1,2,,1,,2,,,,2,2,36,53,2,54,"",123.925349731064
7468276,1,1,1,3,,2,,2,,,,2,2,36,46,2,54,"",123.925349731064
7468276,1,1,2,1,2,1,840000,2,,2,,2,2,24,48,2,54,"",123.925349731064
7468296,1,1,1,2,,1,,2,,,,2,2,60,36,1,76,"",331.73395275308
7468357,1,1,1,1,2,1,1000000,2,,2,,2,2,6,60,2,17,"",35.2064940324812
7468370,1,1,1,1,2,1,1400000,2,,2,,2,2,72,48,2,17,"",44.6077967650795
7468379,1,1,1,2,,1,,2,,,,2,2,120,50,2,17,"",35.8708227337694
7468379,1,1,2,2,,1,,2,,,,2,2,60,47,2,17,"",35.8708227337694
7468379,1,1,3,2,,1,,2,,,,2,2,84,49,2,17,"",35.8708227337694
7468404,1,1,1,1,1,1,1600000,2,,2,,2,2,2,26,2,17,"",46.9733632797366
7468404,1,1,1,2,,1,,2,,,,2,2,2,40,2,17,"",46.9733632797366
7468404,1,1,2,2,,1,,2,,,,2,2,2,29,2,17,"",46.9733632797366
7468459,1,1,1,3,,2,,2,,,,2,2,240,54,2,17,"",10.1426900890194
7468511,1,1,1,1,2,1,1200000,2,,2,,2,2,42,45,1,05,"",200.704606699958
7468511,1,1,2,1,2,2,1200000,2,,2,,2,2,36,22,1,05,"",200.704606699958
7468518,1,2,1,1,2,1,150000,2,,2,,2,2,1,25,2,05,"",128.976874310052
7468523,1,1,1,2,,1,,2,,,,2,2,48,48,2,05,"",245.911392988609
7468533,1,1,1,1,2,1,300000,2,,2,,2,2,48,40,1,23,"",228.002483489574
7468533,1,1,2,1,2,1,300000,2,,2,,2,2,24,37,1,23,"",228.002483489574
7468538,1,1,1,3,,2,,2,,,,2,2,24,28,1,23,"",136.890141892498
7468587,1,2,2,3,,2,,2,,,,2,2,58,24,1,27,"",59.147528132385
7468587,1,2,1,3,,2,,2,,,,2,2,52,41,1,27,"",59.147528132385
7468623,1,2,1,3,,2,,2,,,,2,2,25,22,2,27,"",86.0778832084131
7468730,1,2,1,1,2,1,1000000,2,,2,,2,2,8,42,1,05,"",16.9456087980951
7468767,1,1,1,3,,1,,2,,,,2,2,72,37,1,05,05,167.899468244177
7468789,1,1,1,1,2,2,300000,2,,2,,2,2,60,28,1,08,08,34.893499767726
7468789,1,1,3,1,2,2,300000,2,,2,,2,2,60,40,1,08,08,34.893499767726
7468789,1,1,2,1,2,2,300000,2,,2,,2,2,60,30,1,08,08,34.893499767726
7468789,1,1,4,1,2,2,300000,2,,2,,2,2,240,51,1,08,08,34.893499767726
7468799,1,2,1,1,2,1,450000,2,,2,,2,2,2,40,1,08,08,63.1753222284382
7468804,1,1,1,2,,1,,2,,,,2,2,120,60,1,08,08,42.5950679532579
7468817,1,3,1,1,2,1,900000,2,,2,,2,2,12,30,1,08,08,46.1721301675891
7468820,1,2,1,1,2,2,900000,2,,2,,2,2,36,55,1,08,08,39.094530540973
7468820,1,2,2,1,2,2,900000,2,,2,,2,2,36,35,1,08,08,39.094530540973
7468826,1,2,1,3,,1,,2,,,,2,2,48,45,1,08,08,54.0524339205688
7468833,1,1,3,1,2,1,700000,2,,2,,2,2,180,50,1,08,08,61.6928270740067
7468833,1,1,2,1,2,1,650000,2,,2,,2,2,180,50,1,08,08,61.6928270740067
7468833,1,1,1,1,2,1,650000,2,,2,,2,2,180,55,1,08,08,61.6928270740067
7468840,1,1,1,1,2,1,1000000,2,,2,,1,2,24,50,1,08,08,66.0875776386186
7468851,1,1,1,3,,1,,2,,,,2,2,24,47,1,08,08,58.9325897406227
7468858,1,1,1,2,,2,,2,,,,2,2,48,81,1,08,08,162.147850042135
7468876,1,1,1,1,2,1,150000,2,,2,,2,2,24,33,1,08,08,33.773943783531
7468912,1,1,1,1,2,1,1200000,2,,2,,2,2,84,47,1,08,08,37.8867767185678
7468914,1,2,2,3,,1,,2,,,,2,2,120,40,1,08,08,44.7970179801807
7468914,1,2,1,3,,1,,2,,,,2,2,120,72,1,08,08,44.7970179801807
7468915,1,2,1,1,2,1,600000,2,,2,,2,2,120,40,1,08,08,37.173163383633
7468917,1,2,1,1,2,1,500000,2,,2,,2,2,12,35,1,08,08,23.6001397232623
7468922,1,1,1,3,,1,,2,,,,2,2,5,30,1,08,08,39.0697594075318
7468967,1,1,1,3,,2,,2,,,,2,2,60,52,1,13,13,17.112539475324
7468971,1,1,1,1,2,1,800000,2,,2,,2,2,8,998,1,13,13,33.1636261069715
7469042,1,1,1,3,,2,,2,,,,2,2,192,43,1,17,17,22.0347657259217
7469067,1,2,2,1,2,1,1200000,2,,2,,2,2,24,28,1,17,17,17.6330856639088
7469067,1,2,1,1,2,1,1200000,2,,2,,2,2,12,24,1,17,17,17.6330856639088
7469096,1,1,1,1,2,2,900000,2,,2,,2,2,38,41,1,18,18,10.7008920100162
7469096,1,1,2,1,2,2,1000000,2,,2,,2,2,56,48,1,18,18,10.7008920100162
7469119,1,1,1,1,2,2,800000,2,,2,,2,2,18,48,1,19,19,13.2325845424026
7469119,1,1,2,1,2,2,800000,2,,2,,2,2,12,43,1,19,19,13.2325845424026
7469147,1,2,1,2,,2,,2,,,,2,2,60,40,1,20,20,35.70972303855
7469192,1,1,1,2,,1,,2,,,,2,2,73,30,1,25,"",195.995656751019
7469210,1,1,1,2,,2,,2,,,,2,2,72,41,1,27,27,3.54551731741247
7469248,1,1,2,1,1,1,1160000,1,244000,2,,1,1,60,30,1,41,41,22.451434109516
7469248,1,1,3,1,1,1,1160000,1,244000,2,,1,1,60,35,1,41,41,22.451434109516
7469248,1,1,1,1,1,2,1160000,1,244000,2,,1,1,24,28,1,41,41,22.451434109516
7469248,1,1,4,1,1,1,1160000,1,244000,2,,1,1,72,55,1,41,41,22.451434109516
7469275,1,5,1,3,,1,,2,,,,2,2,48,35,1,44,44,2.23514004955938
7469287,1,1,1,3,,1,,2,,,,2,2,60,34,1,44,44,9.19301429496548
7469292,1,1,1,3,,2,,2,,,,2,2,18,15,1,44,44,9.52682304715229
7469293,1,1,1,1,2,1,840000,2,,2,,2,2,10,24,1,44,44,10.4621398045263
7469325,1,1,1,3,,2,,2,,,,2,2,72,37,1,50,50,22.9427994333257
7469326,1,2,1,2,,2,,2,,,,2,2,37,40,1,50,50,15.8755596617762
7469326,1,2,1,1,2,2,1328955,1,196868,1,482001,1,2,9,44,1,50,50,15.8755596617762
7469375,1,2,1,2,,2,,2,,,,2,2,36,50,1,52,52,20.9169806586499
7469375,1,2,1,3,,2,,2,,,,2,2,36,40,1,52,52,20.9169806586499
7469377,1,1,1,1,2,1,800000,2,,2,,2,2,24,48,1,52,52,14.8622387520025
7469424,1,1,1,3,,2,,2,,,,2,2,48,28,1,54,54,63.1988476071692
7469439,1,1,1,1,1,2,800000,2,,2,,2,2,36,35,1,54,54,27.0081807584873
7469513,1,1,1,3,,2,,2,,,,2,2,60,32,1,63,63,13.5043444717402
7469657,1,2,1,2,,1,,2,,,,2,2,36,57,1,68,68,22.2041216166575
7469680,1,1,1,3,,1,,2,,,,2,2,48,58,1,68,68,23.6748097953712
7469688,1,2,3,1,2,1,1160000,1,237800,1,796768,1,1,99,99,1,68,68,16.7762158144845
7469688,1,2,6,1,2,1,1160000,1,237800,1,796768,1,1,99,99,1,68,68,16.7762158144845
7469688,1,2,4,1,2,1,1160000,1,237800,1,796768,1,1,99,99,1,68,68,16.7762158144845
7469688,1,2,5,1,2,1,1160000,1,237800,1,796768,1,1,99,99,1,68,68,16.7762158144845
7469688,1,2,1,1,1,1,1160000,1,237800,1,796768,1,1,99,99,1,68,68,16.7762158144845
7469688,1,2,7,1,1,2,1187352,1,302775,1,796768,1,1,99,99,1,68,68,16.7762158144845
7469688,1,2,2,1,1,1,1160000,1,237800,1,796768,1,1,99,99,1,68,68,16.7762158144845
7469698,1,1,3,1,2,1,1286666,3,124666,2,,1,2,99,99,1,68,68,23.4067729867393
7469698,1,1,1,1,2,1,1286666,3,124666,2,,1,2,99,99,1,68,68,23.4067729867393
7469698,1,1,2,1,2,1,1286666,3,124666,2,,1,2,99,99,1,68,68,23.4067729867393
7469699,1,1,1,1,2,1,992295,2,,2,,2,2,99,99,1,68,68,19.5345449444264
7469706,1,1,3,1,2,2,1271575,1,316277,1,1007130,1,2,144,30,1,68,68,22.4039416585755
7469706,1,1,1,1,2,1,1271575,1,316277,1,1007130,1,2,84,18,1,68,68,22.4039416585755
7469706,1,1,2,1,2,1,1271575,1,316277,1,1007130,1,2,60,25,1,68,68,22.4039416585755
7469706,1,4,1,1,2,1,400000,2,,2,,2,2,5,25,1,68,68,22.4039416585755
7469710,1,1,2,1,2,1,1275555,2,,2,,2,2,99,99,1,68,68,23.4067729867393
7469710,1,1,1,1,1,2,1160000,1,237800,1,796768,1,2,99,99,1,68,68,23.4067729867393
7469904,1,1,1,3,,2,,2,,,,2,2,500,70,1,73,73,47.2822051901708
7469904,1,1,2,3,,1,,2,,,,2,2,120,35,1,73,73,47.2822051901708
7469950,1,1,2,1,2,2,180000,2,,2,,2,2,12,64,1,76,"",20.9178031272948
7469950,1,1,1,1,2,2,180000,2,,2,,2,2,12,43,1,76,"",20.9178031272948
7469955,1,1,1,3,,2,,2,,,,2,2,24,18,1,76,"",35.3539273827925
7470009,1,3,1,2,,1,,2,,,,2,2,120,40,1,76,76,89.5908196429185
7470044,1,2,1,3,,2,,2,,,,2,2,8,30,1,76,76,16.6004492368396
7470069,1,1,1,2,,1,,2,,,,2,2,8,23,1,76,76,21.128741479298
7470086,2,1,1,2,,1,,2,,,,2,2,24,18,1,76,76,69.026875896803
7470097,1,1,1,1,2,2,600000,2,,2,,2,2,3,22,1,76,76,23.1074715896015
7470104,1,1,1,2,,1,,2,,,,2,2,48,47,1,76,76,61.485900757903
7470134,1,1,1,3,,2,,2,,,,2,2,72,55,1,76,76,53.6080193301787
7470135,1,1,2,1,1,2,1600000,2,,2,,2,2,12,28,1,76,76,140.348196493893
7470135,1,1,1,1,1,1,1600000,2,,2,,2,2,12,26,1,76,76,140.348196493893
7470476,1,1,1,1,2,1,800000,2,,2,,2,2,12,30,2,44,"",64.1440758030644
7470476,1,1,2,1,2,1,800000,2,,2,,2,2,3,27,2,44,"",64.1440758030644
7470497,1,1,1,1,2,1,3000000,2,,2,,2,2,4,25,2,47,"",156.527216905574
7470497,1,1,2,1,2,1,1300000,1,340000,1,333000,1,1,10,21,2,47,"",156.527216905574
7470497,1,1,3,1,2,2,6000000,2,,2,,2,2,36,27,2,47,"",156.527216905574
7470534,1,2,1,3,,1,,2,,,,2,2,120,32,1,47,"",45.339486648943
7470545,1,1,1,1,1,1,700000,2,,2,,2,2,20,60,2,47,"",107.384265669188
7470586,1,1,1,3,,1,,2,,,,2,2,72,66,1,47,"",46.2097002386322
7470620,1,1,1,1,1,1,1100000,2,,2,,2,2,72,26,2,47,"",143.420420434844
7470620,1,1,1,3,,1,,2,,,,2,2,48,19,2,47,"",143.420420434844
7470620,1,1,2,3,,1,,2,,,,2,2,72,21,2,47,"",143.420420434844
7470620,1,1,3,3,,1,,2,,,,2,2,48,23,2,47,"",143.420420434844
7470656,1,2,1,1,2,1,1000000,2,,2,,2,2,24,30,1,47,"",110.275505515416
7470672,1,1,1,1,2,1,900000,2,,2,,2,2,96,30,1,47,"",56.2661041111556
7470672,1,1,2,1,2,1,900000,2,,2,,2,2,60,34,1,47,"",56.2661041111556
7470672,1,1,3,1,2,1,900000,2,,2,,2,2,60,31,1,47,"",56.2661041111556
7470698,1,1,1,3,,1,,2,,,,2,2,108,19,2,47,"",183.256598975539
7470698,1,1,2,3,,1,,2,,,,2,2,108,21,2,47,"",183.256598975539
7470702,1,1,1,3,,2,,2,,,,2,2,48,29,2,47,"",128.463694569923
7470722,1,2,1,1,1,2,200000,2,,2,,2,2,60,30,1,47,"",59.3597422225591
7470731,1,2,1,3,,1,,2,,,,2,2,36,19,2,47,"",55.6910340978062
7470737,1,1,1,3,,1,,2,,,,2,2,8,19,2,47,"",70.8245626234425
7470748,1,1,1,1,2,1,500000,2,,2,,2,2,60,24,2,47,"",57.4691758045998
7470748,1,1,2,1,2,1,500000,2,,2,,2,2,24,41,2,47,"",57.4691758045998
7470768,1,1,1,1,2,2,1200000,2,,2,,2,2,8,25,1,47,"",124.18196620418
7470768,1,1,1,3,,2,,2,,,,2,2,108,32,1,47,"",124.18196620418
7470768,1,1,2,1,2,2,1200000,2,,2,,2,2,8,35,1,47,"",124.18196620418
7470826,1,1,1,2,,1,,2,,,,2,2,60,59,1,70,"",60.0557252426039
7470830,1,1,1,2,,1,,2,,,,2,2,500,56,1,70,"",60.0557252426039
7470858,1,1,1,2,,1,,2,,,,2,2,12,32,1,70,"",36.7457213027778
7470860,1,2,1,2,,2,,2,,,,2,2,72,47,1,70,"",39.3959172441609
7470867,1,1,1,1,2,1,150000,2,,2,,2,2,12,18,1,70,"",36.9265724784175
7470869,1,1,1,1,2,1,500000,2,,2,,2,2,8,20,2,70,"",77.9103291666636
7470886,1,2,1,2,,1,,2,,,,2,2,240,83,2,70,"",39.6380454715098
7470973,1,2,1,3,,2,,2,,,,2,2,155,62,1,18,"",32.7522116049458
7470997,1,1,1,3,,2,,2,,,,2,2,242,41,1,18,"",35.9466881526267
7471118,1,1,1,2,,1,,2,,,,2,2,48,54,1,54,"",80.2864822017861
7471144,1,1,1,1,2,1,100000,2,,2,,2,2,4,40,1,76,"",217.480858834755
7471173,1,1,1,2,,1,,2,,,,2,2,18,25,1,76,"",236.049260574914
7471208,1,1,1,3,,2,,2,,,,2,2,100,56,2,76,"",95.7115379447006
7471220,1,2,1,2,,1,,2,,,,2,2,68,24,2,76,"",100.895733089511
7471222,1,1,1,3,,2,,2,,,,2,2,384,48,2,19,"",444.990864539849
7471230,1,1,1,3,,2,,2,,,,2,2,308,53,2,19,"",385.717538169062
7471319,1,1,2,2,,2,,2,,,,2,2,10,42,1,05,"",401.279655964723
7471319,1,1,1,2,,2,,2,,,,2,2,10,27,1,05,"",401.279655964723
7471368,1,2,2,2,,2,,2,,,,2,2,10,55,1,23,"",249.75187216876
7471368,1,2,1,2,,1,,2,,,,2,2,10,30,1,23,"",249.75187216876
7471375,1,4,1,3,,1,,2,,,,2,2,12,15,1,23,"",325.925786143743
7471388,1,1,1,2,,2,,2,,,,2,2,24,68,1,05,05,52.788323230456
7471394,1,1,1,1,2,1,1000000,2,,2,,2,2,3,31,1,05,05,183.960069397235
7471459,1,1,1,1,2,2,320000,2,,2,,2,2,9,28,1,08,08,56.6978106926427
7471490,1,1,1,1,2,2,400000,2,,2,,2,2,3,18,1,11,11,470.397340517426
7471519,1,1,1,1,2,1,2100000,2,,2,,2,2,1,37,1,11,11,212.30952973954
7471519,1,3,1,1,2,1,1300000,2,,2,,2,2,37,24,1,11,11,212.30952973954
7471519,1,3,3,1,2,2,1200000,2,,2,,2,2,37,25,1,11,11,212.30952973954
7471519,1,3,2,1,2,1,1200000,2,,2,,2,2,37,20,1,11,11,212.30952973954
7471519,1,3,1,2,,2,,2,,,,2,2,37,46,1,11,11,212.30952973954
7471519,1,3,4,1,2,2,1200000,2,,2,,2,2,37,30,1,11,11,212.30952973954
7471538,1,1,1,2,,2,,2,,,,2,2,37,57,1,11,11,189.289938814785
7471542,1,1,1,3,,2,,2,,,,2,2,36,20,1,13,13,43.7899966797406
7471602,1,2,1,2,,1,,2,,,,2,2,24,59,1,15,15,8.06586728312455
7471611,1,1,2,1,1,2,320000,4,36000,1,160000,1,2,72,50,1,15,15,8.5718020867199
7471611,1,1,1,1,1,2,1160000,1,280000,1,600000,1,1,72,35,1,15,15,8.5718020867199
7471621,1,1,1,2,,2,,2,,,,2,2,500,85,1,15,15,6.028024047603
7471621,1,1,1,1,1,2,1160000,1,330600,2,,1,1,11,52,1,15,15,6.028024047603
7471635,1,2,1,2,,1,,2,,,,2,2,72,30,1,15,15,6.90711088787844
7471635,1,2,2,2,,1,,2,,,,2,2,120,40,1,15,15,6.90711088787844
7471650,1,1,1,2,,1,,2,,,,2,2,24,99,1,17,17,15.7788216034961
7471658,1,2,1,1,1,1,1160000,1,340000,2,,2,2,54,45,1,17,17,23.3753096620214
7471658,1,2,2,1,1,1,1160000,1,340000,2,,2,2,36,40,1,17,17,23.3753096620214
7471677,1,1,2,1,2,1,1160000,1,330000,2,,1,2,4,53,1,17,17,20.1682457739881
7471677,1,1,1,1,2,1,1160000,1,330000,2,,1,2,6,45,1,17,17,20.1682457739881
7471677,1,1,3,1,2,1,1160000,1,330000,2,,1,2,8,55,1,17,17,20.1682457739881
7471772,1,1,1,3,,2,,2,,,,2,2,204,64,1,18,18,11.8803712987081
7471848,1,1,1,2,,1,,2,,,,2,2,96,999,1,20,20,21.7711756775901
7471853,1,1,1,1,2,1,450000,2,,2,,2,2,24,19,1,20,20,40.0939427085217
7471859,1,1,1,1,1,1,520000,2,,2,,2,2,999,999,1,20,20,17.986287647243
7471860,1,2,1,3,,2,,2,,,,2,2,12,999,1,20,20,16.6342152091591
7471864,1,1,1,1,2,1,800000,2,,2,,2,2,999,999,1,20,20,17.6283276234799
7472085,1,1,1,3,,2,,2,,,,2,2,48,39,1,41,41,15.3109600533851
7472085,1,1,1,1,2,1,640000,2,,2,,2,2,24,20,1,41,41,15.3109600533851
7472085,1,1,2,1,2,1,640000,2,,2,,2,2,24,25,1,41,41,15.3109600533851
7472088,1,1,1,2,,1,,2,,,,2,2,120,28,1,44,44,3.7188880478856
7472141,1,1,1,2,,2,,2,,,,2,2,13,24,1,50,50,29.3118097090417
7472159,1,2,1,3,,2,,2,,,,2,2,3,32,1,50,50,17.7692799924559
7472164,1,2,1,3,,2,,2,,,,2,2,4,23,1,50,50,34.6263706669004
7472165,1,1,1,2,,2,,2,,,,2,2,72,30,1,50,50,16.2836829904296
7472165,1,1,1,1,1,2,980000,2,,2,,2,2,12,40,1,50,50,16.2836829904296
7472173,1,1,1,1,1,1,800000,2,,2,,2,2,12,27,1,50,50,28.8900238267917
7472173,1,1,3,1,1,1,600000,2,,2,,2,2,9,22,1,50,50,28.8900238267917
7472173,1,1,2,1,1,1,800000,2,,2,,2,2,12,25,1,50,50,28.8900238267917
7472173,1,1,5,1,1,1,600000,2,,2,,2,2,4,20,1,50,50,28.8900238267917
7472173,1,1,6,1,1,1,280000,2,,2,,2,2,2,19,1,50,50,28.8900238267917
7472173,1,1,4,1,1,1,600000,2,,2,,2,2,6,21,1,50,50,28.8900238267917
7472193,1,2,2,1,2,2,350000,2,,2,,2,2,6,25,1,52,52,13.8924306056369
7472193,1,2,1,1,2,2,400000,2,,2,,2,2,8,30,1,52,52,13.8924306056369
7472193,1,2,3,1,2,2,350000,2,,2,,2,2,16,28,1,52,52,13.8924306056369
7472198,1,1,1,3,,2,,2,,,,2,2,240,72,1,52,52,15.2653531584674
7472201,1,1,1,1,2,1,1200000,1,246000,2,,1,2,12,25,1,52,52,16.3297580538735
